DateTime;Total Load
6550;8030.72
6551;7926.64
6552;7789.03
6553;7606.76
6554;7627.25
6555;7604.44
6556;7549.68
6557;7437.61
6558;7474.24
6559;7549.41
6560;7501.67
6561;7440.14
6562;7584.55
6563;7578.04
6564;7652.2
6565;7634.83
6566;7828.81
6567;7823.22
6568;7970.87
6569;7999.4
6570;8014.63
6571;8088.89
6572;8237.35
6573;8365.65
6574;8679.34
6575;8787.41
6576;8966.91
6577;9001.38
6578;9128.8
6579;9191.38
6580;9116.33
6581;9117.23
6582;9304.72
6583;9477.47
6584;9542.43
6585;9700.52
6586;9858.92
6587;9891.96
6588;9979.87
6589;9861.85
6590;9794.96
6591;9692.75
6592;9713.97
6593;9779.05
6594;9840.58
6595;9856.68
6596;9804.16
6597;9855.13
6598;9748.4
6599;9597.36
6600;9503.91
6601;9438.19
6602;9353.2
6603;9310.06
6604;9243.07
6605;9305.93
6606;9305.69
6607;9355.57
6608;9276.32
6609;9274.95
6610;9385.6
6611;9419.18
6612;9433.15
6613;9542.36
6614;9518.04
6615;9643.66
6616;9719.87
6617;9773.68
6618;9790.34
6619;9767.46
6620;9933.98
6621;10080.59
6622;10169.42
6623;10111.13
6624;10127.87
6625;10154.49
6626;10152.42
6627;10177.58
6628;10202.28
6629;10220.61
6630;10153.8
6631;10137.52
6632;10026.64
6633;9997.61
6634;9980.22
6635;9852.76
6636;9834.93
6637;9770.57
6638;9682.86
6639;9706.78
6640;9600.65
6641;9389.59
6642;9129.71
6643;8874.11
6644;8607.69
6645;8204.41
6646;8156.94
6647;8015.46
6648;7776.41
6649;7555.37
6650;7579.15
6651;7564.07
6652;7571.15
6653;7553.9
6654;7615.12
6655;7547.43
6656;7597.31
6657;7542.88
6658;7557.72
6659;7574.67
6660;7631.21
6661;7718.5
6662;7722.48
6663;7856.86
6664;7916.3
6665;7972.36
6666;8056.66
6667;8166.75
6668;8330.78
6669;8513.47
6670;8553.7
6671;8689.33
6672;8826.63
6673;8920.66
6674;9000.3
6675;9136.17
6676;9216.49
6677;9132.9
6678;9289.83
6679;9292.65
6680;9438.13
6681;9643.59
6682;9722.39
6683;9833.85
6684;9923.19
6685;9730.72
6686;9660.59
6687;9700.63
6688;9764.65
6689;9836.16
6690;9804.58
6691;9821.85
6692;9783.85
6693;9757.97
6694;9721.03
6695;9609.3
6696;9517.31
6697;9545.45
6698;9566.43
6699;9595.2
6700;9617.19
6701;9647.65
6702;9596.21
6703;9540.07
6704;9620.29
6705;9598.5
6706;9748.66
6707;9819.8
6708;9919.23
6709;9961.46
6710;9981.16
6711;9963.05
6712;10046.43
6713;9980.19
6714;10016.36
6715;9946.35
6716;10059.75
6717;10123.85
6718;10126.41
6719;10043.38
6720;9997.9
6721;10080.36
6722;10076.98
6723;10095.16
6724;10135.3
6725;10153.99
6726;10166.61
6727;10125.11
6728;10091.16
6729;10043.23
6730;9909.76
6731;9868.36
6732;9816.81
6733;9780.03
6734;9580.91
6735;9471.85
6736;9418.07
6737;9333.54
6738;8983.12
6739;8654.87
6740;8397.98
6741;8049.07
6742;7946.58
6743;7921.65
6744;7933.19
6745;7748.81
6746;7647.86
6747;7551.7
6748;7542.53
6749;7511.81
6750;7499.24
6751;7625.48
6752;7516.73
6753;7590.84
6754;7473.27
6755;7600.09
6756;7607.19
6757;7726.79
6758;7700.99
6759;7785.61
6760;7965.99
6761;7976.49
6762;8043.42
6763;8231.71
6764;8400.66
6765;8538.11
6766;8645.54
6767;8847.12
6768;8919.56
6769;8988.01
6770;9083.12
6771;9112.2
6772;9157.34
6773;9260.98
6774;9347.88
6775;9502.02
6776;9628.55
6777;9849.37
6778;9909.99
6779;9961.76
6780;10065.23
6781;9976.28
6782;9972.7
6783;10050.03
6784;10077.89
6785;10102.91
6786;10186.08
6787;10219.62
6788;10151.99
6789;10341.51
6790;10317.67
6791;10211.1
6792;10093.7
6793;10192.04
6794;10149.13
6795;9980.24
6796;9831.29
6797;9845.66
6798;9876.44
6799;10114.68
6800;9987.51
6801;9962.71
6802;9865.3
6803;9773.25
6804;9938.34
6805;10181.35
6806;10266.69
6807;10343.19
6808;10363.22
6809;10289.25
6810;10215.11
6811;10219.98
6812;10472.69
6813;10457.24
6814;10268.07
6815;10121.97
6816;10199.52
6817;10271.77
6818;10236.29
6819;10316.99
6820;10282.09
6821;10309.66
6822;10283.16
6823;10402.0
6824;10457.05
6825;10352.37
6826;10234.01
6827;10085.66
6828;10148.81
6829;9705.6
6830;9841.09
6831;9702.94
6832;9630.75
6833;9339.56
6834;9145.89
6835;8772.64
6836;8592.47
6837;8135.92
6838;8076.33
6839;7961.82
6840;7855.41
6841;7634.34
6842;7563.3
6843;7541.46
6844;7600.5
6845;7550.7
6846;7547.57
6847;7634.92
6848;7601.78
6849;7612.96
6850;7540.87
6851;7628.54
6852;7667.84
6853;7676.55
6854;7720.85
6855;7872.59
6856;7927.01
6857;8009.28
6858;8103.67
6859;8142.63
6860;8246.57
6861;8287.06
6862;8452.06
6863;8568.77
6864;8770.56
6865;8922.13
6866;8908.43
6867;8823.52
6868;9006.27
6869;9027.53
6870;9162.99
6871;9328.73
6872;9446.79
6873;9606.41
6874;9728.44
6875;9835.52
6876;9905.92
6877;9746.2
6878;9752.01
6879;9860.87
6880;9825.82
6881;9798.34
6882;9754.66
6883;9642.51
6884;9640.41
6885;9785.38
6886;9560.96
6887;9466.78
6888;9492.19
6889;9505.97
6890;9420.9
6891;9321.77
6892;9410.22
6893;9520.03
6894;9426.36
6895;9655.23
6896;9739.3
6897;9629.79
6898;9584.02
6899;9760.85
6900;9735.07
6901;9875.75
6902;9987.32
6903;9979.47
6904;10062.78
6905;10209.55
6906;10077.04
6907;10118.53
6908;10157.68
6909;10258.24
6910;10283.32
6911;10312.79
6912;10247.89
6913;10126.85
6914;10166.83
6915;10316.4
6916;10315.92
6917;10200.74
6918;10238.17
6919;10238.66
6920;10079.24
6921;10053.95
6922;9995.2
6923;9904.3
6924;9859.61
6925;9707.08
6926;9521.68
6927;9305.93
6928;9269.22
6929;8991.39
6930;8667.08
6931;8382.04
6932;8120.65
6933;7718.96
6934;7650.19
6935;7518.78
6936;7455.09
6937;7126.26
6938;7203.84
6939;7084.97
6940;7132.25
6941;6932.65
6942;7020.05
6943;6917.5
6944;6973.36
6945;6972.3
6946;6887.43
6947;7098.07
6948;7175.54
6949;7214.07
6950;7091.75
6951;7318.72
6952;7306.86
6953;7303.45
6954;7189.39
6955;7590.17
6956;7419.22
6957;7440.5
6958;7763.05
6959;7844.65
6960;7929.74
6961;7940.69
6962;8154.27
6963;8252.67
6964;8259.44
6965;8423.12
6966;8676.94
6967;8712.94
6968;8905.2
6969;8820.71
6970;8883.43
6971;8951.93
6972;8819.49
6973;8768.58
6974;8793.67
6975;8573.14
6976;8664.29
6977;8775.8
6978;8746.11
6979;8542.23
6980;8338.12
6981;8346.93
6982;8205.15
6983;8183.55
6984;7935.81
6985;7879.17
6986;7779.15
6987;7853.69
6988;7961.72
6989;7872.08
6990;7837.18
6991;8051.0
6992;7951.41
6993;7977.48
6994;7936.3
6995;8041.41
6996;7987.52
6997;8110.11
6998;8346.3
6999;8696.13
7000;8411.79
7001;8514.44
7002;8594.67
7003;8816.74
7004;8862.25
7005;8760.59
7006;8443.91
7007;8296.71
7008;8189.45
7009;8055.01
7010;8061.76
7011;8034.8
7012;8001.42
7013;7788.75
7014;7755.06
7015;7548.08
7016;7474.93
7017;7424.36
7018;7328.26
7019;7294.36
7020;7184.35
7021;7066.51
7022;6989.15
7023;7059.23
7024;7043.91
7025;6958.29
7026;6942.8
7027;6939.17
7028;6739.64
7029;6757.95
7030;6676.47
7031;6710.63
7032;6642.27
7033;6632.9
7034;6663.75
7035;6687.19
7036;6685.36
7037;6633.12
7038;6619.46
7039;6611.0
7040;6694.71
7041;6669.47
7042;6725.69
7043;6754.07
7044;6813.21
7045;6758.05
7046;6929.5
7047;6907.0
7048;7070.63
7049;7083.34
7050;7154.17
7051;7160.25
7052;7237.85
7053;7344.21
7054;7502.83
7055;7655.7
7056;7826.74
7057;7878.61
7058;7945.14
7059;7947.76
7060;7925.1
7061;8136.0
7062;8155.6
7063;8197.19
7064;8232.47
7065;8422.23
7066;8439.49
7067;8411.16
7068;8380.7
7069;8353.31
7070;8304.23
7071;8362.16
7072;8421.5
7073;8494.22
7074;8343.74
7075;8389.1
7076;8316.4
7077;8390.54
7078;8227.14
7079;8182.07
7080;8064.31
7081;8426.77
7082;8412.05
7083;8328.7
7084;8235.46
7085;8440.15
7086;8578.85
7087;8559.89
7088;8498.12
7089;8370.03
7090;8360.72
7091;8729.0
7092;8865.98
7093;8992.06
7094;8983.73
7095;8617.4
7096;8583.17
7097;8697.25
7098;8730.4
7099;9211.58
7100;8866.65
7101;8975.91
7102;8755.44
7103;8788.02
7104;8919.63
7105;8866.44
7106;8750.1
7107;8862.71
7108;8802.63
7109;8813.15
7110;8749.38
7111;8614.5
7112;8470.59
7113;8376.47
7114;8284.66
7115;8028.77
7116;8048.82
7117;7902.73
7118;7700.59
7119;7435.51
7120;7512.9
7121;7529.2
7122;7372.1
7123;7247.03
7124;7119.05
7125;6944.55
7126;6995.97
7127;7044.49
7128;7107.36
7129;7032.93
7130;6860.55
7131;6891.18
7132;7054.44
7133;7139.66
7134;7058.18
7135;7147.19
7136;7122.62
7137;7127.95
7138;7113.86
7139;7197.55
7140;7175.97
7141;7327.67
7142;7382.46
7143;7417.83
7144;7518.07
7145;7633.94
7146;7651.88
7147;7700.38
7148;7868.31
7149;8086.88
7150;8141.75
7151;8249.03
7152;8412.41
7153;8418.79
7154;8593.07
7155;8543.04
7156;8653.0
7157;8666.4
7158;8884.13
7159;8947.03
7160;9052.71
7161;9208.39
7162;9318.97
7163;9383.94
7164;9393.01
7165;9331.31
7166;9330.18
7167;9413.37
7168;9432.11
7169;9426.89
7170;9461.27
7171;9553.4
7172;9723.35
7173;9497.27
7174;9244.41
7175;9317.36
7176;9354.95
7177;9070.27
7178;9081.39
7179;9436.19
7180;9422.59
7181;9185.22
7182;9540.43
7183;9679.86
7184;9674.89
7185;9500.53
7186;9359.05
7187;9477.94
7188;9788.62
7189;9778.41
7190;9790.93
7191;9579.74
7192;9915.52
7193;9961.92
7194;9659.9
7195;9981.19
7196;10111.07
7197;10205.36
7198;10191.07
7199;10012.36
7200;10187.18
7201;10073.48
7202;10087.04
7203;10116.3
7204;10093.66
7205;10127.92
7206;10117.83
7207;10017.61
7208;9852.34
7209;9868.59
7210;9728.07
7211;9457.01
7212;9571.26
7213;9462.78
7214;9474.07
7215;9260.78
7216;9255.6
7217;9060.39
7218;8854.22
7219;8606.26
7220;8338.23
7221;7887.63
7222;7770.9
7223;7705.42
7224;7618.82
7225;7519.92
7226;7565.92
7227;7264.75
7228;7123.93
7229;7063.39
7230;7467.51
7231;7509.55
7232;7599.44
7233;7841.93
7234;7859.27
7235;7737.39
7236;7737.73
7237;7887.61
7238;7731.38
7239;7811.21
7240;7908.19
7241;7861.29
7242;7933.98
7243;7940.81
7244;8212.33
7245;8416.39
7246;8567.31
7247;8557.51
7248;8765.76
7249;8950.85
7250;8993.6
7251;9005.3
7252;8918.72
7253;8994.8
7254;9099.05
7255;9231.8
7256;9426.15
7257;9486.21
7258;9628.21
7259;9757.34
7260;9682.75
7261;9658.48
7262;9713.85
7263;9714.44
7264;9757.73
7265;9905.36
7266;9875.38
7267;9910.14
7268;9970.41
7269;9941.74
7270;9865.14
7271;9725.07
7272;9719.39
7273;9817.96
7274;9716.36
7275;9705.09
7276;9814.74
7277;9761.33
7278;9705.07
7279;9766.5
7280;10053.55
7281;10133.06
7282;10135.17
7283;9992.74
7284;10222.06
7285;10079.03
7286;9982.79
7287;9974.72
7288;9978.9
7289;9866.07
7290;9830.2
7291;9816.53
7292;10054.1
7293;10291.77
7294;10263.24
7295;10263.27
7296;10171.91
7297;10205.78
7298;10276.24
7299;10286.07
7300;10243.4
7301;10194.55
7302;10280.97
7303;10256.24
7304;10180.76
7305;10045.9
7306;9911.15
7307;9712.61
7308;9715.95
7309;9640.54
7310;9442.95
7311;9347.27
7312;9259.09
7313;9124.35
7314;8907.5
7315;8648.09
7316;8345.09
7317;8111.62
7318;7969.19
7319;7787.48
7320;7866.46
7321;7596.72
7322;7740.75
7323;7588.64
7324;7543.64
7325;7574.28
7326;7498.08
7327;7427.52
7328;7429.16
7329;7578.24
7330;7658.83
7331;7657.18
7332;7715.06
7333;7630.78
7334;7738.13
7335;7889.1
7336;7849.54
7337;7894.43
7338;8026.0
7339;8142.55
7340;8248.15
7341;8296.02
7342;8393.85
7343;8539.18
7344;8652.94
7345;8708.94
7346;8978.3
7347;9015.59
7348;9122.75
7349;9095.45
7350;9204.9
7351;9288.97
7352;9432.73
7353;9540.93
7354;9665.59
7355;9703.65
7356;9711.44
7357;9774.52
7358;9859.24
7359;9952.01
7360;10027.91
7361;10211.8
7362;10149.56
7363;10221.68
7364;10278.7
7365;10277.35
7366;10287.27
7367;10100.04
7368;10078.61
7369;10196.43
7370;10184.79
7371;10214.19
7372;10112.05
7373;10321.12
7374;10339.88
7375;10456.09
7376;10549.5
7377;10523.87
7378;10651.57
7379;10603.94
7380;10653.58
7381;10504.31
7382;10656.41
7383;10676.53
7384;10631.47
7385;10595.64
7386;10659.05
7387;10560.8
7388;10530.65
7389;10604.83
7390;10749.84
7391;10640.07
7392;10636.63
7393;10633.07
7394;10539.82
7395;10490.24
7396;10405.73
7397;10506.85
7398;10385.87
7399;10238.32
7400;10256.09
7401;10202.51
7402;10071.49
7403;9918.72
7404;9909.47
7405;9783.44
7406;9595.49
7407;9407.69
7408;9301.79
7409;9093.94
7410;8950.84
7411;8762.13
7412;8434.07
7413;8156.18
7414;7931.97
7415;7810.57
7416;7813.5
7417;7722.9
7418;7671.24
7419;7612.77
7420;7630.13
7421;7519.85
7422;7548.98
7423;7562.27
7424;7503.53
7425;7595.14
7426;7577.59
7427;7635.68
7428;7678.5
7429;7744.74
7430;7776.55
7431;7839.0
7432;7966.35
7433;8005.53
7434;8071.49
7435;8078.25
7436;8199.69
7437;8325.53
7438;8469.21
7439;8581.74
7440;8797.46
7441;8900.33
7442;8998.4
7443;9034.55
7444;9131.56
7445;9156.92
7446;9275.3
7447;9480.07
7448;9613.36
7449;9728.68
7450;9861.8
7451;9947.89
7452;9870.49
7453;9862.11
7454;9982.24
7455;10063.85
7456;10171.77
7457;10296.72
7458;10310.71
7459;10321.53
7460;10373.69
7461;10472.93
7462;10436.01
7463;10356.86
7464;10318.93
7465;10363.78
7466;10272.85
7467;10224.65
7468;10352.68
7469;10344.15
7470;10382.51
7471;10373.71
7472;10363.29
7473;10333.51
7474;10545.4
7475;10624.49
7476;10594.96
7477;10670.61
7478;10477.64
7479;10570.34
7480;10515.22
7481;10505.58
7482;10558.89
7483;10827.38
7484;11011.81
7485;10994.54
7486;11007.26
7487;10857.15
7488;10878.07
7489;10833.63
7490;10819.9
7491;10725.6
7492;10637.27
7493;10636.59
7494;10647.85
7495;10516.12
7496;10401.76
7497;10263.72
7498;10101.06
7499;10096.08
7500;9961.68
7501;9869.49
7502;9788.79
7503;9671.61
7504;9549.31
7505;9187.69
7506;9059.45
7507;8876.46
7508;8574.18
7509;8229.64
7510;7963.87
7511;7836.18
7512;7974.11
7513;7857.03
7514;7769.15
7515;7639.68
7516;7690.62
7517;7510.94
7518;7435.33
7519;7455.86
7520;7421.96
7521;7509.1
7522;7479.94
7523;7437.47
7524;7329.37
7525;7387.64
7526;7424.02
7527;7590.21
7528;7740.93
7529;7793.07
7530;7905.79
7531;7977.3
7532;8069.93
7533;8026.07
7534;8251.7
7535;8410.34
7536;8564.92
7537;8607.48
7538;8794.49
7539;8906.33
7540;9036.13
7541;9010.81
7542;9260.16
7543;9337.67
7544;9544.36
7545;9617.87
7546;9756.77
7547;9785.72
7548;9740.04
7549;9448.02
7550;9418.03
7551;9454.93
7552;9559.37
7553;9726.08
7554;9784.09
7555;9771.91
7556;9844.99
7557;10004.68
7558;9950.23
7559;9761.72
7560;9723.19
7561;9693.48
7562;9800.69
7563;9710.24
7564;9603.53
7565;9532.99
7566;9406.94
7567;9492.05
7568;9657.82
7569;9656.52
7570;9700.14
7571;9661.63
7572;9681.24
7573;9694.47
7574;9827.81
7575;9655.73
7576;9635.05
7577;9852.79
7578;9817.19
7579;9909.36
7580;9959.97
7581;10128.29
7582;10105.51
7583;10085.04
7584;10025.31
7585;10063.47
7586;10065.65
7587;9984.3
7588;10035.34
7589;10006.12
7590;9926.72
7591;9892.66
7592;9855.51
7593;9700.13
7594;9615.92
7595;9530.52
7596;9407.3
7597;9350.21
7598;9191.39
7599;9007.4
7600;8897.32
7601;8769.04
7602;8544.6
7603;8317.11
7604;7999.37
7605;7717.5
7606;7575.67
7607;7414.4
7608;7303.6
7609;7136.48
7610;7088.17
7611;7135.95
7612;7160.0
7613;7039.14
7614;7056.91
7615;6987.88
7616;7033.35
7617;7032.16
7618;7092.77
7619;7072.28
7620;7128.18
7621;7104.05
7622;7013.23
7623;7105.75
7624;7187.71
7625;7324.69
7626;7373.48
7627;7506.16
7628;7465.83
7629;7582.6
7630;7648.12
7631;7792.88
7632;8005.84
7633;7974.2
7634;8104.72
7635;8151.0
7636;8260.23
7637;8214.75
7638;8324.6
7639;8485.49
7640;8596.05
7641;8712.98
7642;8800.67
7643;8687.65
7644;8611.18
7645;8533.31
7646;8603.16
7647;8485.5
7648;8309.8
7649;8382.28
7650;8338.47
7651;8276.94
7652;8285.03
7653;8118.98
7654;8178.98
7655;8013.3
7656;7935.48
7657;7773.25
7658;7837.26
7659;7976.68
7660;7906.33
7661;7839.96
7662;7803.37
7663;7915.29
7664;7983.22
7665;7923.56
7666;7967.8
7667;7831.37
7668;7908.85
7669;7926.2
7670;7988.38
7671;8188.58
7672;8266.59
7673;8540.46
7674;8375.04
7675;8432.4
7676;8360.64
7677;8419.19
7678;8369.33
7679;8539.61
7680;8410.27
7681;8412.16
7682;8247.05
7683;8156.42
7684;8205.34
7685;8123.63
7686;8177.15
7687;8102.35
7688;7955.91
7689;7855.05
7690;7728.0
7691;7552.96
7692;7447.04
7693;7325.63
7694;7303.85
7695;7188.62
7696;7140.68
7697;7128.41
7698;7118.47
7699;7127.8
7700;7064.11
7701;6897.66
7702;7005.79
7703;6988.34
7704;6927.99
7705;6866.72
7706;6853.4
7707;6929.75
7708;6979.67
7709;6915.18
7710;6968.18
7711;6991.2
7712;6994.38
7713;7129.5
7714;7175.63
7715;7103.85
7716;7026.15
7717;7031.56
7718;7248.83
7719;7324.85
7720;7426.42
7721;7457.81
7722;7509.21
7723;7585.82
7724;7760.33
7725;7803.53
7726;7830.36
7727;7943.14
7728;8087.56
7729;8064.82
7730;8325.21
7731;8266.91
7732;8327.64
7733;8212.68
7734;8288.66
7735;8563.94
7736;8535.0
7737;8728.32
7738;8721.87
7739;8586.04
7740;8570.79
7741;8608.74
7742;8637.55
7743;8769.64
7744;8786.32
7745;8750.73
7746;8833.4
7747;8879.51
7748;8885.3
7749;8729.91
7750;8837.45
7751;8806.08
7752;8753.96
7753;8792.06
7754;8817.25
7755;8874.35
7756;8666.66
7757;8502.37
7758;8546.06
7759;8726.05
7760;8691.12
7761;8560.73
7762;8426.66
7763;8260.08
7764;8300.37
7765;8483.53
7766;8460.53
7767;8633.19
7768;8572.96
7769;8549.84
7770;8558.61
7771;8345.1
7772;8484.96
7773;8658.01
7774;8560.3
7775;8483.4
7776;8520.22
7777;8543.23
7778;8470.5
7779;8431.74
7780;8496.32
7781;8470.33
7782;8399.38
7783;8343.07
7784;8246.84
7785;8211.77
7786;7871.36
7787;7740.14
7788;7755.36
7789;7577.21
7790;7539.76
7791;7369.0
7792;7181.38
7793;7127.49
7794;7096.2
7795;7100.56
7796;7143.49
7797;6969.33
7798;6891.4
7799;6939.49
7800;6887.8
7801;6795.07
7802;6871.54
7803;6833.92
7804;6920.15
7805;6887.45
7806;6940.8
7807;6894.33
7808;6939.94
7809;6974.13
7810;7141.16
7811;7115.11
7812;7187.35
7813;7183.42
7814;7251.0
7815;7387.31
7816;7472.19
7817;7483.3
7818;7475.93
7819;7646.97
7820;7767.11
7821;7877.65
7822;8010.08
7823;8113.95
7824;8165.72
7825;8209.47
7826;8455.52
7827;8589.82
7828;8619.29
7829;8592.6
7830;8888.18
7831;9054.9
7832;9222.3
7833;9243.91
7834;9197.63
7835;9082.47
7836;9191.65
7837;9300.95
7838;9325.58
7839;9399.95
7840;9535.35
7841;9449.02
7842;9608.51
7843;9596.59
7844;9643.79
7845;9848.44
7846;9682.36
7847;9340.93
7848;9313.98
7849;9161.84
7850;9389.28
7851;9352.19
7852;9418.39
7853;9330.71
7854;9189.74
7855;9330.9
7856;9492.41
7857;9474.52
7858;9333.26
7859;9474.65
7860;9729.36
7861;9822.59
7862;9827.83
7863;9882.68
7864;10075.28
7865;9928.54
7866;9951.29
7867;9961.31
7868;10077.83
7869;10131.79
7870;10141.69
7871;10321.02
7872;10191.88
7873;9974.75
7874;9987.8
7875;10054.51
7876;10059.79
7877;9914.42
7878;10038.33
7879;10059.72
7880;10073.0
7881;10017.29
7882;9721.01
7883;9711.98
7884;9595.71
7885;9525.31
7886;9246.06
7887;9280.42
7888;9041.54
7889;8880.61
7890;8699.8
7891;8546.82
7892;8282.8
7893;8049.37
7894;7873.32
7895;7720.72
7896;7695.35
7897;7609.34
7898;7534.48
7899;7492.97
7900;7333.86
7901;7439.5
7902;7442.66
7903;7571.36
7904;7520.04
7905;7520.88
7906;7644.61
7907;7657.31
7908;7534.57
7909;7612.05
7910;7804.8
7911;7880.8
7912;7986.7
7913;8083.11
7914;8050.39
7915;8023.84
7916;8128.23
7917;8264.38
7918;8501.33
7919;8723.36
7920;8745.22
7921;8911.72
7922;8953.13
7923;9202.35
7924;9069.09
7925;9103.4
7926;9180.16
7927;9293.69
7928;9649.62
7929;9743.43
7930;9973.56
7931;10148.07
7932;9906.23
7933;9993.8
7934;10058.92
7935;10018.56
7936;10061.7
7937;10256.47
7938;10250.07
7939;10159.63
7940;10094.2
7941;10028.24
7942;9992.66
7943;9953.11
7944;9976.71
7945;9882.7
7946;9770.69
7947;9907.7
7948;9858.86
7949;9900.9
7950;9877.91
7951;9875.56
7952;9731.4
7953;9917.47
7954;9882.66
7955;9926.93
7956;9887.71
7957;9698.93
7958;9804.66
7959;9823.86
7960;9873.59
7961;10046.75
7962;9804.72
7963;9822.26
7964;9813.83
7965;10140.11
7966;10070.36
7967;10154.14
7968;10134.59
7969;10116.2
7970;10142.0
7971;10169.0
7972;10155.22
7973;10331.35
7974;10115.5
7975;9972.1
7976;9833.03
7977;9881.13
7978;9957.63
7979;9695.77
7980;9681.22
7981;9669.69
7982;9491.79
7983;9380.35
7984;9350.56
7985;9121.36
7986;8942.71
7987;8764.6
7988;8551.07
7989;8290.19
7990;8234.41
7991;8008.75
7992;7857.97
7993;7791.65
7994;7813.58
7995;7815.5
7996;7746.7
7997;7647.16
7998;7797.06
7999;7878.28
8000;7791.21
8001;7646.45
8002;7813.52
8003;7736.0
8004;7709.83
8005;7862.94
8006;7652.64
8007;7798.68
8008;8032.96
8009;8028.41
8010;8128.39
8011;8183.41
8012;8329.42
8013;8471.64
8014;8669.72
8015;8650.16
8016;8849.67
8017;8816.65
8018;9002.25
8019;9023.36
8020;9127.51
8021;9160.97
8022;9263.57
8023;9307.2
8024;9440.15
8025;9557.38
8026;9704.26
8027;9608.9
8028;9584.66
8029;9687.71
8030;9757.83
8031;9811.2
8032;9817.11
8033;9922.59
8034;9984.74
8035;10078.4
8036;10139.54
8037;10196.53
8038;10172.76
8039;9973.56
8040;9984.86
8041;10027.28
8042;9939.79
8043;9954.15
8044;9969.57
8045;9855.45
8046;9782.84
8047;9923.37
8048;10025.7
8049;9992.21
8050;9932.6
8051;10048.64
8052;10105.45
8053;10009.41
8054;10021.29
8055;10000.33
8056;10101.16
8057;10204.36
8058;10094.79
8059;10122.01
8060;10294.75
8061;10471.79
8062;10274.93
8063;10121.44
8064;10288.16
8065;10361.27
8066;10302.08
8067;10180.06
8068;10151.89
8069;10219.9
8070;10160.93
8071;10052.76
8072;10035.03
8073;9912.03
8074;9773.19
8075;9640.48
8076;9696.06
8077;9438.18
8078;9351.73
8079;9255.98
8080;9167.71
8081;9058.98
8082;8923.63
8083;8702.1
8084;8392.11
8085;8101.73
8086;8017.21
8087;8018.79
8088;8009.65
8089;7792.64
8090;7769.41
8091;7749.01
8092;7652.28
8093;7585.73
8094;7670.69
8095;7710.83
8096;7740.99
8097;7689.31
8098;7801.84
8099;7717.1
8100;7750.24
8101;7852.55
8102;7963.11
8103;8068.88
8104;8065.85
8105;7996.27
8106;7966.55
8107;8118.45
8108;8412.42
8109;8641.32
8110;8815.98
8111;8717.55
8112;8740.33
8113;8808.5
8114;9066.98
8115;9058.3
8116;9073.8
8117;9107.49
8118;9366.02
8119;9253.11
8120;9536.29
8121;9766.53
8122;9908.29
8123;9696.09
8124;9694.06
8125;9846.16
8126;9915.23
8127;9978.57
8128;10062.11
8129;10146.11
8130;10272.73
8131;10287.75
8132;10174.73
8133;10299.41
8134;10266.05
8135;10205.74
8136;10120.22
8137;10262.55
8138;10206.07
8139;10201.11
8140;10191.88
8141;10251.25
8142;10071.07
8143;10072.65
8144;10031.57
8145;10142.93
8146;10128.51
8147;10119.26
8148;10173.97
8149;10106.41
8150;10074.3
8151;10082.7
8152;10177.66
8153;10068.06
8154;10107.86
8155;10139.06
8156;10293.19
8157;10317.34
8158;10201.64
8159;10365.0
8160;10250.69
8161;10204.8
8162;10160.06
8163;10087.29
8164;10165.64
8165;10140.11
8166;10045.97
8167;9978.94
8168;9839.15
8169;9716.91
8170;9793.13
8171;9691.52
8172;9660.54
8173;9647.0
8174;9511.76
8175;9458.61
8176;9375.07
8177;9118.64
8178;8991.95
8179;8750.9
8180;8524.67
8181;8122.36
8182;8016.3
8183;7946.37
8184;7855.69
8185;7793.48
8186;7719.21
8187;7706.6
8188;7587.94
8189;7695.21
8190;7695.38
8191;7714.39
8192;7698.62
8193;7721.22
8194;7750.84
8195;7673.23
8196;7844.34
8197;7811.98
8198;7969.51
8199;8017.79
8200;8179.03
8201;8176.62
8202;8116.03
8203;8129.81
8204;8102.07
8205;8151.71
8206;8366.24
8207;8558.31
8208;8740.77
8209;8781.02
8210;8803.98
8211;8885.71
8212;8971.51
8213;9111.45
8214;9307.83
8215;9147.89
8216;9371.55
8217;9510.83
8218;9565.84
8219;9608.46
8220;9559.98
8221;9695.63
8222;9521.91
8223;9903.83
8224;10078.56
8225;10207.5
8226;10300.25
8227;10300.4
8228;10371.21
8229;10431.68
8230;10472.14
8231;10589.81
8232;10449.98
8233;10340.62
8234;10426.25
8235;10459.46
8236;10380.86
8237;10499.84
8238;10376.32
8239;10512.36
8240;10475.98
8241;10398.68
8242;10452.15
8243;10496.41
8244;10479.04
8245;10438.32
8246;10505.79
8247;10553.91
8248;10535.62
8249;10305.62
8250;10415.06
8251;10363.42
8252;10511.43
8253;10460.05
8254;10592.5
8255;10657.87
8256;10529.06
8257;10497.17
8258;10566.68
8259;10246.44
8260;10386.49
8261;10363.02
8262;10333.01
8263;9978.72
8264;9962.87
8265;9925.03
8266;9779.88
8267;9522.65
8268;9490.34
8269;9428.61
8270;9361.74
8271;9113.07
8272;8873.96
8273;8714.24
8274;8438.65
8275;8375.39
8276;8263.23
8277;7945.67
8278;7810.61
8279;7542.08
8280;7428.17
8281;7240.15
8282;7301.91
8283;7231.87
8284;7154.23
8285;7245.59
8286;7218.57
8287;7209.71
8288;7293.63
8289;7321.47
8290;7203.77
8291;7212.48
8292;7366.04
8293;7328.06
8294;7404.29
8295;7435.06
8296;7464.97
8297;7433.86
